insee,nom,score,reseau,n_manquants,parametres_manquants
58203,OULON,0.0,GIRY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39401,OUSSIERES,0.0,SIE 3 RIVIÈRES - SECTEUR COLONNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39402,PAGNEY,0.0,SIAEP DU VAL D'OGNON - JURA,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21476,PAINBLANC,0.0,"SIAEP D'ARNAY, R. DE THOISY LE D.",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58206,PARIGNY-LA-ROSE,0.0,CHEVANNES-CHANGY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71343,PARIS-L'HOPITAL,0.0,COZANNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27457,PISEUX,0.0,VERNEUIL EST,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76504,PLEINE-SEVE,0.0,STE COLOMBE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
22189,PLESIDY,0.6573,COM COM DE BOURBRIAC PAR K.UHEL,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
22249,PONT-MELVEZ,0.6573,COM COM DE BOURBRIAC PAR K.UHEL,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27476,PREAUX (LES),0.0,BEUZEVILLE SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27485,QUILLEBEUF-SUR-SEINE,0.0,QUILLEBEUF SUR SEINE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
06107,ROQUE-EN-PROVENCE (LA),0.0,RESEAU SIEVI VEGAY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59511,ROSULT,0.0,LECELLES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
49262,ROU-MARSON,0.2814,DOUESSIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27497,ROUGEMONTIER,0.0,ROUGEMONTIERS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
15170,SAINT-AMANDIN,0.6869,LAQUAIRIE - BAGIL - ST AMANDIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71388,SAINT-AUBIN-EN-CHAROLLAIS,0.4122,BOURBINCE OUDRACHE-VARENNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27518,SAINT-AUBIN-SUR-QUILLEBEUF,0.0,QUILLEBEUF SUR SEINE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58234,SAINT-BONNOT,0.0,GIRY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27527,SAINT-CYR-DE-SALERNE,0.0,FONTAINE LA SORET,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
95543,SAINT-CYR-EN-ARTHIES,0.0,SYNDICAT DE LA MONTCIENT (95),6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
36188,SAINT-CYRAN-DU-JAMBOT,0.0,CHATILLON SUR INDRE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
24418,SAINT-GERMAIN-DU-SALEMBRE,0.0,NEUVIC,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
22302,SAINT-JACUT-DE-LA-MER,0.7595,VIA LE RESERVOIR DE PLOUBALAY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
50495,SAINT-JEAN-DU-CORAIL-DES-BOIS,0.4419,VILLEDIEU SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
53230,SAINT-JULIEN-DU-TERROUX,0.0,LA BAROCHE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71439,SAINT-LEGER-LES-PARAY,0.4122,BOURBINCE OUDRACHE-VARENNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71441,SAINT-LEGER-SOUS-LA-BUSSIERE,0.0,HAUTE GROSNE-SAONE GROSNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58252,SAINT-MALO-EN-DONZIOIS,0.4027,DOMPIERRE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
26318,SAINT-MAY,,,6,Ca Hardness (mg/L CaCO3) | Alcalinite (mg/L CaCO3) | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
61439,SAINT-OUEN-LE-BRISOULT,0.6507,ANTOIGNY,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
14650,SAINT-PIERRE-DU-FRESNE,0.0,COULVAIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71470,SAINT-POINT,0.0,HAUTE GROSNE-SAONE GROSNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27606,SAINT-SYMPHORIEN,0.0,BEUZEVILLE SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
44193,SAINT-VINCENT-DES-LANDES,0.0,SECTEUR-PAYS DE LA MEE-SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71397,SAINTE-CECILE,0.0,HAUTE GROSNE-SAONE GROSNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
43231,SALETTES,0.7573,SAINT MARTIN-SALETTES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27620,SELLES,0.0,BEUZEVILLE SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71518,SERRIERES,0.0,SERRIERES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
51546,SOMME-SUIPPE,0.0,HS CCRS SOMME SUIPPE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39522,SUPT,0.0,SIAEP DE CENTRE EST ARESCHES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39529,THESY,0.0,SIAEP DE CENTRE EST ARESCHES,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21629,THOISY-LA-BERCHERE,0.7253,"SESAM, R. THOISY VILLARGOIX",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59596,TILLOY-LEZ-MARCHIENNES,0.0,LANDAS,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27650,TOURNEDOS-BOIS-HUBERT,0.0,QUITTEBEUF,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
38512,TRAMOLE,0.0,PONT ECLOSE CCBI,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
50607,TRINITE (LA),0.4419,VILLEDIEU SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70509,TROMAREY,0.0,SIEVO ALIM PAR COURCHAPON AP RECHLO,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
49359,ULMES (LES),0.2814,DOUESSIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39540,VALEMPOULIERES,0.0,SIAEP DE CENTRE EST MONTROND,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
18270,VALLENAY,0.4133,SMEACL (SIDIAILLES),6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21653,VANNAIRE,0.0,SIAEP DE CHAUMONT/OBTREE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27671,VANNECROCQ,0.0,BEUZEVILLE SUD,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
76725,VATTETOT-SOUS-BEAUMONT,0.0,BREAUTE VATTETOT BORNANBUSC,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25588,VAUCLUSE,0.0,VAUCLUSE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21660,VEILLY,0.0,"SIAEP D'ARNAY, R. DE THOISY LE D.",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27678,VENTES (LES),0.0,BAUX SAINTE CROIX,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
61499,VENTES-DE-BOURSE (LES),0.0,VENTES DE BOURSE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
37268,VERNEUIL-LE-CHATEAU,0.0,RILLY SUR VIENNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21677,VIC-DES-PRES,0.0,"SIAEP D'ARNAY, R. DE THOISY LE D.",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
43263,VIELPRAT,0.7573,MONTPLAISIR,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27686,VIEUX-PORT,0.0,QUILLEBEUF SUR SEINE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
40329,VIGNAU (LE),0.0,PAYS_GRENADOIS_PAR_ST-GEIN,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
41286,VILLEPORCHER,0.0,ST GOURGON,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39575,VILLEY (LE),0.0,SIE 3 RIVIÈRES - SECTEUR COLONNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21708,VILLY-LE-MOUTIER,0.0,"CC GEVREY ET NUITS, R. CABCS",6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71590,VOLESVRES,0.4122,BOURBINCE OUDRACHE-VARENNE,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70576,VOUGECOURT,0.0,SIAEP DU HAUT DU POMMIER,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59643,WARNETON,0.0,VERLINGHEM,6,Ca Hardness (mg/L CaCO3) | pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
60001,ABANCOURT,0.0,BLARGIES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
54001,ABAUCOURT,0.0,RESEAU MOULIN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25001,ABBANS-DESSOUS,0.0,SDJ RESEAU PUITS D'ABBANS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
91001,ABBEVILLE-LA-RIVIERE,0.0,PLATEAU DE BEAUCE SUD,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
34001,ABEILHAN,0.0,S. HLT-CAUX NIZAS TOURBES ROUJAN COULOBR,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39002,ABERGEMENT-LE-GRAND,0.0,SIAEP D'ARBOIS POLIGNY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71002,ABERGEMENT-SAINTE-COLOMBE (L'),0.0,CHALON SUD EST,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
37001,ABILLY,0.0,DESCARTES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
24001,ABJAT-SUR-BANDIAT,0.6673,NONTRONNAIS (PINARD),5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
64005,ABOS,0.0,GAVE ET BAISE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
79001,ABSIE (L'),0.2071,GATINE CEBRON-MERVENT-CENTRE O,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
16001,ABZAC,0.4394,CONFOLENTAIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58001,ACHUN,0.0,LE BAZOIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
57007,ADAINCOURT,0.0,CHENOIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
67002,ADAMSWILLER,0.6371,SDE DE DRULINGEN ET ENVIRONS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
62009,ADINFER,0.0,MONCHY AU BOIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
54004,AFFLEVILLE,0.0,SIE DE PIENNES (54),5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
54005,AFFRACOURT,0.2283,MOSELLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
2B002,AGHIONE,0.5539,PIETROSO MAISON PIERAGGI CHIOSO,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
47002,AGME,0.0,NORD DU LOT- GONTAUD DE NOGARET,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
47003,AGNAC,0.0242,BRAME - ST COLOMB DE LAUZUN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
43001,AGNAT,0.4942,DOULON PAR PRECAILLE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
62012,AGNIERES,0.0,VALLEE SCARPE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
03002,AGONGES,0.2692,RESEAU BAGNEUX,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
81001,AGUTS,0.5318,SYNDICAT MONTAGNE NOIRE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
88002,AHEVILLE,0.1186,RESEAU MELANGE VILLERS/AMBACOURT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59003,AIBES,0.0,FERRIERE LA PETITE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39006,AIGLEPIERRE,0.0,SIAEP DE LA VACHE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
27004,AIGLEVILLE,0.0,VILLIERS EN DESOEUVRE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
72001,AIGNE,0.0,LE MANS METROPOLE SAINT PAVACE F1,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
44002,AIGREFEUILLE-SUR-MAINE,0.1555,CLISSON_VIGNOBLE_GRANDLIEU,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
30002,AIGREMONT,0.0,DOMESSARGUES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
34007,AIGUES-VIVES,0.1226,SLM-PAIROLS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
43002,AIGUILHE,0.4989,BROSSAC + PAVILLON JONCTION CEYSSAC,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70005,AILLEVANS,0.5302,SIAEP DE GOUHENANS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
72002,AILLIERES-BEAUVOIR,0.0,PERSEIGNE SAOSNOIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
55004,AINCREVILLE,0.0,RESEAU FORAGE BEZINVILLERS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
52004,AINGOULAINCOURT,0.0,SYNDICAT D'ECHENAY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
64012,AINHARP,0.2519,SOULE - MAULEON,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
64013,AINHICE-MONGELOS,0.2457,AINHICE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70008,AINVELLE,0.5643,SIAEP DU BOULAY,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
08004,AIRE,0.0,"S09 AIRE, BALHAM, BLANZY",5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25009,AISSEY,0.0,SIEHL HAUT SERVICE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
18003,AIX-D'ANGILLON (LES),0.0,SMIRNE CCTHB,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
62017,AIX-EN-ERGNY,0.0,BELLEVUE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
62018,AIX-EN-ISSART,0.0,BRIMEUX,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
59004,AIX-EN-PEVELE,0.0,MARCHIENNES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
80014,AIZECOURT-LE-BAS,0.0,HAUTE COLOGNE UDI,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
80015,AIZECOURT-LE-HAUT,0.0,HAUTE COLOGNE UDI,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
24004,AJAT,0.0,VALLEE DU MANOIRE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
57009,AJONCOURT,0.0,SEILLE ET MOSELLE S.I.E (57),5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
70010,ALAINCOURT,0.469,SIAEP DU MORILLON SOURCES,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
57010,ALAINCOURT-LA-COTE,0.0,SEBVF 2,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
46001,ALBAS,0.0,SOURCE BLEUE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
82001,ALBEFEUILLE-LAGARDE,0.177,S.CASTELSARRASIN (UDI),5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
57011,ALBESTROFF,0.3186,RODALBE 1,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
46002,ALBIAC,0.0,BISCOT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
19003,ALBIGNAC,0.5782,LA GREZE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
81006,ALGANS,0.5318,SYNDICAT MONTAGNE NOIRE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
39007,ALIEZE,0.0,SIE HEUTE LA ROCHE - SECTEUR ST. MAUR,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
34009,ALIGNAN-DU-VENT,0.0,S. HLT-CAUX NIZAS TOURBES ROUJAN COULOBR,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
08005,ALINCOURT,0.0,JUNIVILLE ET ENVIRONS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
28003,ALLAINVILLE,0.0,VERT EN DROUAIS-BOISSY-ALLAINV-LOUVILLIE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
08006,ALLAND'HUY-ET-SAUSSEUIL,0.0,S29 EST RETHELOIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
17005,ALLAS-BOCAGE,0.0,R. DES COTEAUX DE GIRONDE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
51004,ALLEMANCHE-LAUNAY-ET-SOYER,0.0,CCSSOM ANGLURE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
21009,ALLEREY,0.5278,"SIAEP DE LIERNAIS, R. D'HUILLY",5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
71004,ALLERIOT,0.0,REGION DE VERDUN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
23003,ALLEYRAT,0.6431,MAGNAT L'ETRANGE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58002,ALLIGNY-COSNE,0.0,SAINT AMAND,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
25013,ALLONDANS,0.0,ALLONDANS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
28004,ALLONNES,0.0,SECTEUR PRUNAY LE GILLON,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
47007,ALLONS,0.0,PDL - LAGAGNAN,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
58004,ALLUY,0.0,LE BAZOIS,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
81008,ALMAYRAC,0.6415,ROUCARIE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
12006,ALRANCE,0.4133,SEGALA - AVAL DIRECT GALAT,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
67006,ALTENHEIM,0.5261,SDEA-SECTEUR SAVERNE - MARMOUTIER NORD,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
19007,ALTILLAC,0.5782,LA GREZE,5,pH | TDS (mg/L) | Sodium (mg/L) | Chlorures (mg/L) | Chlore libre (mg/L)
